,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
598,0,0,18,1,0,1,1,2,at_home,services,home,2,2,1,0,0,1,0,0,0,1,0,0,4,1,4,5,5,1,8,10,11,11
599,0,0,18,0,1,1,4,4,at_home,services,other,2,3,1,0,0,1,1,1,1,1,1,1,2,5,5,1,1,1,5,12,13,14
600,0,0,17,0,1,1,1,1,other,services,other,1,3,1,0,0,0,0,0,0,0,0,0,4,2,3,3,4,4,4,12,13,14
601,0,1,18,1,1,1,2,2,other,other,course,2,2,2,0,0,1,0,0,0,1,1,1,1,3,1,1,1,2,4,8,8,10
602,0,1,18,1,0,1,2,2,services,services,course,1,2,3,0,0,0,0,0,1,1,1,1,5,4,5,1,4,3,0,11,12,13
603,0,1,18,0,0,0,4,2,teacher,other,reputation,2,1,2,0,0,0,0,1,1,1,1,1,5,3,1,1,1,5,0,5,0,0
604,0,1,18,1,1,1,1,1,at_home,services,course,2,3,2,1,0,0,0,0,1,0,0,0,4,4,2,1,2,2,2,9,10,10
605,0,1,19,1,1,1,1,1,at_home,services,other,1,2,1,1,0,0,0,0,1,0,0,0,5,5,5,2,3,2,0,5,0,0
606,0,1,17,1,1,1,4,2,teacher,other,course,1,2,4,0,0,0,0,0,1,1,1,1,4,2,3,3,1,5,0,18,18,18
607,0,1,17,0,0,0,2,1,services,other,reputation,2,2,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,2,5,11,11,12
608,0,1,18,1,0,0,1,1,at_home,services,course,2,1,2,0,0,0,0,0,1,1,0,1,5,2,3,1,2,3,2,8,10,11
609,0,1,18,1,1,1,1,2,at_home,at_home,course,1,2,2,0,0,1,0,0,1,0,0,0,4,1,1,1,1,4,0,11,11,12
610,0,1,19,0,1,0,1,1,at_home,at_home,course,0,2,2,3,0,1,0,1,1,0,0,1,3,5,4,1,4,1,0,8,0,0
611,0,1,18,0,1,1,2,2,services,other,home,2,2,3,0,0,0,0,0,1,1,1,1,4,2,1,1,1,4,5,14,14,15
612,0,0,17,0,1,1,4,3,services,other,home,2,2,2,1,0,1,1,1,0,1,1,1,4,5,5,1,3,2,4,10,11,11
613,0,1,18,1,1,1,3,3,services,services,course,1,1,2,0,0,1,0,0,1,1,0,1,5,3,4,1,1,5,0,10,10,10
614,0,1,17,0,1,1,4,4,teacher,services,other,1,2,2,0,0,1,1,1,1,1,1,0,4,3,3,1,2,5,2,12,12,12
615,0,1,17,1,0,0,3,2,services,other,reputation,2,2,2,0,0,0,0,0,1,1,0,1,1,2,3,1,2,5,0,15,14,15
616,0,0,18,1,0,1,1,1,other,services,home,1,2,1,0,0,0,0,0,0,1,1,1,3,3,2,1,2,3,2,14,13,14
617,0,1,18,1,0,1,1,1,at_home,services,course,1,2,3,0,0,0,0,0,1,1,1,0,5,3,2,1,1,4,0,19,17,18
618,0,1,18,0,0,0,1,2,at_home,other,course,2,3,2,0,0,0,0,0,1,1,0,1,4,3,4,1,4,5,0,16,15,15
619,0,1,18,1,1,1,3,3,services,services,other,2,2,2,0,0,1,0,0,1,1,1,1,4,3,2,1,3,3,6,13,12,13
620,0,1,17,1,0,1,4,4,at_home,at_home,course,2,1,2,0,0,1,0,1,1,1,1,1,2,3,4,1,1,1,4,15,14,15
621,0,1,17,0,1,1,1,2,other,services,course,1,2,2,0,0,0,0,0,0,1,0,0,3,2,2,1,2,3,0,13,13,13
622,0,0,18,0,1,1,1,3,at_home,other,course,2,2,2,0,0,1,1,0,1,1,0,0,3,3,4,2,4,3,0,8,10,9
623,0,0,18,1,0,1,4,4,teacher,services,other,2,2,3,0,0,0,0,0,1,1,1,1,4,2,2,2,2,5,0,15,16,16
624,0,1,17,0,1,1,1,1,other,services,reputation,2,3,1,1,0,1,0,0,1,1,1,1,5,2,1,1,2,1,0,8,8,9
625,0,1,18,1,1,1,2,3,at_home,services,course,1,2,1,0,0,1,0,0,1,1,1,1,5,2,3,1,2,4,0,10,10,10
626,0,1,18,0,1,1,4,4,other,teacher,other,1,3,2,0,0,1,0,0,0,1,1,1,3,2,2,4,2,5,0,7,5,0
627,0,0,18,0,0,1,1,2,at_home,services,other,1,3,1,0,0,1,0,1,1,0,1,1,4,3,3,2,3,3,3,9,10,10
628,0,1,17,1,1,1,2,2,other,at_home,home,2,1,3,0,0,0,0,1,1,1,0,1,3,4,3,1,1,3,8,10,11,12
629,0,1,17,0,1,1,1,2,other,other,course,2,1,1,0,0,0,0,1,1,1,1,0,3,5,5,1,3,1,4,7,8,9
630,0,1,18,0,0,1,4,4,other,other,reputation,2,2,3,0,0,0,0,0,1,1,1,0,5,4,4,1,1,1,0,15,17,17
631,0,1,18,0,1,1,1,1,other,other,home,2,4,3,0,0,0,0,0,1,1,1,0,4,3,2,1,2,4,4,10,11,12
632,0,1,19,0,1,1,1,1,at_home,other,course,0,2,2,1,0,1,0,0,1,1,1,1,4,3,3,1,1,3,4,7,8,9
633,0,1,18,0,0,1,4,4,teacher,services,course,2,1,2,0,0,0,0,1,1,1,1,0,5,4,3,3,4,2,1,13,14,14
634,0,1,18,1,1,1,3,3,other,other,home,2,1,2,0,0,0,0,0,1,1,1,1,4,1,3,1,2,1,1,16,16,16
635,0,1,17,0,1,1,3,1,at_home,other,reputation,2,1,2,0,0,1,0,1,0,1,1,0,4,5,4,2,3,1,10,8,9,9
636,0,0,18,1,1,1,4,4,teacher,teacher,home,1,1,2,0,0,0,0,1,0,1,1,0,3,2,4,1,4,2,4,17,18,19
637,0,0,18,0,1,1,2,1,other,other,other,2,2,1,0,0,0,0,1,0,1,1,1,4,4,3,1,3,5,0,7,7,0
638,0,0,17,1,1,1,2,3,other,services,home,1,2,2,0,0,0,0,1,1,1,1,0,4,4,3,1,1,3,4,14,15,16
639,0,0,19,0,1,1,1,1,other,services,other,2,2,1,1,0,0,0,0,1,1,0,0,4,3,2,1,3,5,0,5,8,0
640,0,0,18,0,1,1,4,2,other,other,home,1,2,1,1,0,0,1,0,1,1,0,0,5,4,3,4,3,3,0,7,7,0
641,0,1,18,0,1,1,2,2,at_home,other,other,2,2,3,0,0,0,0,0,1,1,0,0,5,3,3,1,3,4,0,14,17,15
642,0,1,17,1,1,1,4,3,teacher,other,other,2,2,2,0,0,0,0,0,1,1,1,0,5,5,4,1,1,1,0,6,9,11
643,0,1,18,0,1,1,4,4,teacher,at_home,reputation,2,3,1,0,0,1,0,1,1,1,1,1,4,4,3,2,2,5,4,7,9,10
644,0,1,19,0,1,1,2,3,services,other,course,2,1,3,1,0,0,0,1,0,1,1,0,5,4,2,1,2,5,4,10,11,10
645,0,1,18,1,0,1,3,1,teacher,services,course,2,1,2,0,0,1,0,0,1,1,1,0,4,3,4,1,1,1,4,15,15,16
646,0,1,18,1,1,1,1,1,other,other,course,2,2,2,0,0,0,0,1,1,1,0,0,1,1,1,1,1,5,6,11,12,9
647,0,0,17,1,0,1,3,1,services,services,course,2,2,1,0,0,0,0,0,0,1,1,0,2,4,5,3,4,2,6,10,10,10
648,0,0,18,0,0,1,3,2,services,other,course,2,3,1,0,0,0,0,0,0,1,1,0,4,4,1,3,4,5,4,10,11,11
